RoadSpeed,TirePressure,InclinationAngle,NormalForce,SlipAngle,ElapsedTime,AligningTorque,LateralForce,Index,SourceFile
25,12,2,-202.36,-11.032,490.48,2,476.83,9622,R20MZ_IA-2_FZ_200_filtered
25,12,2,-202.27,-8.139,491.92,-8.03,465.85,9765,R20MZ_IA-2_FZ_200_filtered
25,12,2,-202.22,-9.766,491.52,6.5,472.19,9725,R20MZ_IA-2_FZ_200_filtered
25,12,2,-202.17,-11.406,490.57,4.21,478.69,9631,R20MZ_IA-2_FZ_200_filtered
25,12,2,-202.15,-11.259,491.14,-1.51,476.09,9687,R20MZ_IA-2_FZ_200_filtered
25,12,2,-202.14,-11.12,491.18,2.22,469.24,9691,R20MZ_IA-2_FZ_200_filtered
25,12,2,-202.13,-11.518,490.6,3.26,473.73,9634,R20MZ_IA-2_FZ_200_filtered
25,12,2,-202.13,-12.186,490.84,-6.85,473.46,9657,R20MZ_IA-2_FZ_200_filtered
25,12,2,-202.11,-11.694,490.68,16.44,477.11,9642,R20MZ_IA-2_FZ_200_filtered
25,12,2,-202.04,-11.481,491.07,-9.39,469.41,9680,R20MZ_IA-2_FZ_200_filtered
25,12,2,-202.01,-9.151,490.01,-2.2,482.88,9575,R20MZ_IA-2_FZ_200_filtered
25,12,2,-201.91,-10.123,490.25,-0.28,482.29,9599,R20MZ_IA-2_FZ_200_filtered
25,12,2,-201.9,-9.646,490.13,-0.65,483.05,9587,R20MZ_IA-2_FZ_200_filtered
25,12,2,-201.87,-9.04,491.7,-1.68,471.39,9743,R20MZ_IA-2_FZ_200_filtered
25,12,2,-201.79,-12.273,490.72,21.43,475.12,9645,R20MZ_IA-2_FZ_200_filtered
25,12,2,-201.53,-10.18,491.41,-3.61,471.72,9714,R20MZ_IA-2_FZ_200_filtered
25,12,2,-201.52,-7.9,491.99,-2.78,463.06,9772,R20MZ_IA-2_FZ_200_filtered
25,12,2,-201.49,-8.587,491.81,0.29,470,9754,R20MZ_IA-2_FZ_200_filtered
25,12,2,-201.46,-10.522,490.35,1.51,483.8,9609,R20MZ_IA-2_FZ_200_filtered
25,12,2,-201.44,-10.851,491.25,11.89,475.7,9698,R20MZ_IA-2_FZ_200_filtered
25,12,2,-201.41,-12.188,490.9,8.7,476.49,9663,R20MZ_IA-2_FZ_200_filtered
25,12,2,-201.38,-8.164,491.91,-8.33,464.9,9764,R20MZ_IA-2_FZ_200_filtered
25,12,2,-201.36,-11.723,491.02,6.16,474.49,9675,R20MZ_IA-2_FZ_200_filtered
25,12,2,-201.36,-9.439,491.59,-2.65,472.64,9732,R20MZ_IA-2_FZ_200_filtered
25,12,2,-201.18,-9.692,490.14,-1.06,480.85,9588,R20MZ_IA-2_FZ_200_filtered
25,12,2,-201.13,-8.288,491.88,-8.73,465.39,9761,R20MZ_IA-2_FZ_200_filtered
25,12,2,-201.12,-9.235,491.64,-7.36,469.87,9737,R20MZ_IA-2_FZ_200_filtered
25,12,2,-201.07,-10.041,490.23,0.76,484.56,9597,R20MZ_IA-2_FZ_200_filtered
25,12,2,-201.03,-12.217,490.78,7.25,475.1,9651,R20MZ_IA-2_FZ_200_filtered
25,12,2,-201,-10.605,491.3,1.96,470.46,9703,R20MZ_IA-2_FZ_200_filtered
25,12,2,-200.91,-11.286,491.13,-3.22,474.49,9686,R20MZ_IA-2_FZ_200_filtered
25,12,2,-200.9,-11.692,490.67,17.1,475.51,9641,R20MZ_IA-2_FZ_200_filtered
25,12,2,-200.9,-12.266,490.73,20.93,473.7,9646,R20MZ_IA-2_FZ_200_filtered
25,12,2,-200.82,-10.334,491.36,-4.08,473.86,9709,R20MZ_IA-2_FZ_200_filtered
25,12,2,-200.79,-7.81,492.01,-0.65,461.93,9774,R20MZ_IA-2_FZ_200_filtered
25,12,2,-200.75,-9.122,490,-1.99,484.26,9574,R20MZ_IA-2_FZ_200_filtered
25,12,2,-200.69,-11.769,491.01,9.77,472.29,9674,R20MZ_IA-2_FZ_200_filtered
25,12,2,-200.67,-9.07,491.69,-3.12,469.96,9742,R20MZ_IA-2_FZ_200_filtered
25,12,2,-200.65,-11.075,490.49,2.12,473.86,9623,R20MZ_IA-2_FZ_200_filtered
25,12,2,-200.64,-12.201,490.85,-6.18,471.7,9658,R20MZ_IA-2_FZ_200_filtered
25,12,2,-200.63,-8.723,489.9,-3.26,482.08,9564,R20MZ_IA-2_FZ_200_filtered
25,12,2,-200.62,-8.808,491.76,3.07,468.44,9749,R20MZ_IA-2_FZ_200_filtered
