RoadSpeed,TirePressure,InclinationAngle,NormalForce,SlipAngle,ElapsedTime,AligningTorque,LateralForce,Index,SourceFile
25,12,0,-261.25,-5.324,732.314,-38.25,481.14,21051,R20MZ_FZ_250_filtered
25,12,0,-261.21,-2.45,868.231,-37.84,282.93,26107,R20MZ_FZ_250_filtered
25,12,0,-261.2,-2.203,733.094,-36.94,264.94,21129,R20MZ_FZ_250_filtered
25,12,0,-261.14,-5.727,732.214,-35.08,497.44,21041,R20MZ_FZ_250_filtered
25,12,0,-261.13,-5.265,867.521,-37.66,471.52,26036,R20MZ_FZ_250_filtered
25,12,0,-261.07,6.118,861.071,33.9,-516.44,25392,R20MZ_FZ_250_filtered
25,12,0,-261.06,4.325,861.521,41.55,-435.33,25437,R20MZ_FZ_250_filtered
25,12,0,-261.01,-5.641,732.234,-35.72,493.73,21043,R20MZ_FZ_250_filtered
25,12,0,-261.01,4.118,861.571,41.1,-425.87,25442,R20MZ_FZ_250_filtered
25,12,0,-261,3.189,861.801,40.78,-357.63,25465,R20MZ_FZ_250_filtered
25,12,0,-260.99,3.376,726.554,43.7,-375.17,20476,R20MZ_FZ_250_filtered
25,12,0,-260.97,6.5,725.774,34.02,-541.72,20398,R20MZ_FZ_250_filtered
25,12,0,-260.94,-2.887,732.924,-42.19,327.31,21112,R20MZ_FZ_250_filtered
25,12,0,-260.86,-4.831,867.631,-38.68,452.45,26047,R20MZ_FZ_250_filtered
25,12,0,-260.81,-0.774,733.454,-14.96,95.86,21165,R20MZ_FZ_250_filtered
25,12,0,-260.71,-2.645,732.984,-40.11,307.6,21118,R20MZ_FZ_250_filtered
25,12,0,-260.69,7.255,725.584,29.5,-564.96,20379,R20MZ_FZ_250_filtered
25,12,0,-260.67,-2.198,868.291,-35.62,261.69,26113,R20MZ_FZ_250_filtered
25,12,0,-260.64,-2.871,868.121,-40.57,323.43,26096,R20MZ_FZ_250_filtered
25,12,0,-260.6,4.736,726.214,42.94,-464.64,20442,R20MZ_FZ_250_filtered
25,12,-0,-260.6,2.511,861.971,36.32,-294.97,25482,R20MZ_FZ_250_filtered
25,12,0,-260.56,-4.709,867.661,-39.33,445.33,26050,R20MZ_FZ_250_filtered
25,12,0,-260.54,6.54,860.961,31.72,-532.25,25381,R20MZ_FZ_250_filtered
25,12,0,-260.49,3.632,861.691,41.52,-391.75,25454,R20MZ_FZ_250_filtered
25,12,0,-260.47,7.789,725.454,25.74,-577.53,20366,R20MZ_FZ_250_filtered
25,12,0,-260.47,4.987,861.351,38.02,-470.68,25420,R20MZ_FZ_250_filtered
25,12,0,-260.45,3.428,861.741,42.2,-374.69,25459,R20MZ_FZ_250_filtered
25,12,0,-260.44,-5.363,732.304,-37.14,482.71,21050,R20MZ_FZ_250_filtered
25,12,0,-260.42,-3.781,867.891,-42.46,393.07,26073,R20MZ_FZ_250_filtered
25,12,0,-260.35,4.024,726.394,43.46,-424.93,20460,R20MZ_FZ_250_filtered
25,12,0,-260.26,-4.448,732.534,-41.82,439.6,21073,R20MZ_FZ_250_filtered
25,12,0,-260.24,7.378,860.751,29.64,-557.83,25360,R20MZ_FZ_250_filtered
25,12,-0,-260.24,-0.76,868.651,-14.81,96.19,26149,R20MZ_FZ_250_filtered
